0,0,0
0,0,0
0.00543213,0.00463867,-0.00316173
0.00475311,-0.00242615,-0.00329096
0.0026741,-0.00120163,-0.00362474
0.0026741,-0.00120163,-0.00362474
0.00546265,0.0043869,-0.00254614
0.0101318,0.00714111,-0.00180275
0.00531769,0.00121307,-0.00287038
0.00754547,0.00208664,-0.00315315
0.00754547,0.00208664,-0.00315315
0.00624847,0.00294113,-0.00261718
0.00624847,0.00294113,-0.00261718
0.00499725,0.00325394,-0.00288803
0.00661469,0.00299072,-0.00331098
0.00436401,0.00327682,-0.00328666
0.00436401,0.00327682,-0.00328666
0.00510406,0.00139236,-0.00354416
0.00510406,0.00139236,-0.00354416
0.00520706,0.0013504,-0.00323373
0.00520706,0.0013504,-0.00323373
0.00407028,0.000225067,-0.00325805
0.00407028,0.000225067,-0.00325805
-0.0063591,0.00388336,0.00167725
-0.00598526,0.00312424,0.00248795
0.00104904,0.00056839,-0.000155274
-0.00174332,-0.000465393,0.000193013
-0.00174332,-0.000465393,0.000193013
0.00129318,-0.00406265,-0.000181977
0.00129318,-0.00406265,-0.000181977
0.000926971,-0.00107956,-0.000138585
0.00962448,-0.00887299,0.000177623
0.0127068,-0.00550842,-0.00179989
0.0159836,-0.00595474,-0.00105888
0.024559,-0.00545502,-0.00197441
0.0350876,-0.00664902,-0.00240595
0.0350876,-0.00664902,-0.00240595
0.0374565,-0.00241852,-0.00299818
0.0374565,-0.00241852,-0.00299818
0.0500984,-0.00642014,-0.00495369
0.0500984,-0.00642014,-0.00495369
0.0543098,0.00257492,-0.00398332
0.0543098,0.00257492,-0.00398332
0.0787277,-0.00539398,-0.000621621
0.0787277,-0.00539398,-0.000621621
0.0412483,0.0062027,-0.0122049
0.0412483,0.0062027,-0.0122049
-0.031517,-0.0522766,-0.00430519
-0.031517,-0.0522766,-0.00430519
0.116127,-0.00387955,-0.00377971
0.116127,-0.00387955,-0.00377971
0.128624,0.00230026,-0.00815946
0.157997,0.00541306,-0.00310117
0.153206,0.00121307,-0.00510055
0.147362,0.00675583,-0.0084365
0.160957,-0.00199127,-0.00992567
0.180958,0.00304031,-0.0114782
0.180958,0.00304031,-0.0114782
0.241566,-0.00654984,-0.000757519
